session_date,ticker,selection_rank,alpha_score,predicted_net_pct,probability,net_return_pct,excess_pct,date,entry_date_5d,exit_date_5d,entry_open_5d,exit_close_5d,gross_usd_5d_pct,gross_krw_5d_pct,net_krw_5d_pct
2025-02-07,RKLB,3,0.7941176470588236,3.2337803625243065,0.7454839106906078,-0.3539541634548611,-2.514886889706323,2025-02-07,2025-02-10,2025-02-14,27.75,28.020000457763672,0.9729746225717983,0.14604583654513892,-0.3539541634548611
2025-02-10,AAL,1,0.894736842105263,2.842133712958083,0.7930583304592237,-3.4330262241533345,-7.167531777782804,2025-02-10,2025-02-11,2025-02-18,16.43000030517578,16.079999923706055,-2.130251825737761,-2.9330262241533345,-3.4330262241533345
2025-02-10,RIVN,2,0.7894736842105263,2.3607088268108716,0.7575775227107645,11.47463528346676,7.740129729837291,2025-02-10,2025-02-11,2025-02-18,12.789999961853027,14.4399995803833,12.900700730660674,11.97463528346676,11.47463528346676
2025-02-10,MSFT,3,0.763157894736842,1.4776060123536403,0.8053116590147712,-1.3202514265543193,-5.0547569801837895,2025-02-10,2025-02-11,2025-02-18,404.8374784232517,404.8374633789063,-3.7161444255140452e-06,-0.8202514265543193,-1.3202514265543193
2025-02-11,RIVN,1,0.9473684210526316,4.298357290172113,0.8244912123259273,11.691054778683718,6.488662986309866,2025-02-11,2025-02-12,2025-02-19,12.324999809265137,13.93000030517578,13.022316598367055,12.191054778683718,11.691054778683718
2025-02-11,MARA,2,0.7368421052631579,7.3756334165817234,0.7005989456040244,-1.984650133465848,-7.187041925839699,2025-02-11,2025-02-12,2025-02-19,15.899999618530272,15.779999732971191,-0.7547162794848683,-1.484650133465848,-1.984650133465848
2025-02-11,APLD,3,0.7105263157894737,10.095272178552245,0.6575999713362269,32.970526460297535,27.768134667923682,2025-02-11,2025-02-12,2025-02-19,7.400000095367432,9.949999809265137,34.45945514911632,33.470526460297535,32.970526460297535
2025-02-12,F,1,0.8421052631578947,2.5602883711115174,0.7421372539481891,3.0069516637119102,-0.9573688014686583,2025-02-12,2025-02-13,2025-02-20,8.449935151150703,8.82000732421875,4.379585954782761,3.5069516637119102,3.0069516637119102
2025-02-12,RIVN,2,0.8421052631578947,2.0868590116533365,0.7453969566272249,6.021051667673561,2.0567312024929922,2025-02-12,2025-02-13,2025-02-20,12.670000076293944,13.609999656677246,7.419096880212961,6.521051667673561,6.021051667673561
2025-02-12,CAG,3,0.8421052631578947,1.4408459638968658,0.7968627075792895,-1.0156271563175219,-4.9799476214980904,2025-02-12,2025-02-13,2025-02-20,22.461478288319235,22.53404998779297,0.32309404813961606,-0.5156271563175219,-1.0156271563175219
2025-02-13,F,1,1.0,1.4690097986117179,0.6486620344780197,0.6280586311550822,0.8760973886806451,2025-02-13,2025-02-14,2025-02-21,8.577276127889071,8.71668529510498,1.625331458813828,1.1280586311550822,0.6280586311550822
2025-02-13,MARA,2,0.8157894736842105,1.370330837605075,0.49992657787913486,-14.636163814492264,-14.3881250569667,2025-02-13,2025-02-14,2025-02-21,16.989999771118164,14.65999984741211,-13.713949117685653,-14.136163814492264,-14.636163814492264
2025-02-13,MSFT,3,0.8157894736842105,0.5262603155023431,0.5384071298277838,-0.6871049692542148,-0.4390662117286519,2025-02-13,2025-02-14,2025-02-21,403.0091510093491,404.2330932617188,0.30370085872846175,-0.18710496925421483,-0.6871049692542148
2025-02-14,CAT,1,0.9821428571428572,1.2132928455184073,0.6101892604821377,-5.618877911524555,-1.6086856988300413,2025-02-14,2025-02-18,2025-02-24,349.9789710059962,333.6846008300781,-4.655814070508512,-5.118877911524555,-5.618877911524555
2025-02-14,GOOGL,2,0.9821428571428572,0.9892737171784982,0.6716370844516871,-4.390392127484943,-0.38019991479042936,2025-02-14,2025-02-18,2025-02-24,184.63561754552703,178.31861877441406,-3.4213327065972687,-3.890392127484943,-4.390392127484943
2025-02-14,MSFT,3,0.875,-0.11321942589188222,0.5740960554528713,-1.7637234387938512,2.2464687739006624,2025-02-14,2025-02-18,2025-02-24,403.2166759889158,400.0641479492188,-0.7818446575814986,-1.2637234387938512,-1.7637234387938512
2025-02-18,MARA,1,1.0,2.507847742391628,0.75026308195394,-24.347823507912146,-17.08116458495484,2025-02-18,2025-02-19,2025-02-25,16.18000030517578,12.420000076293944,-23.238567107313713,-23.847823507912146,-24.347823507912146
2025-02-18,AAL,2,0.9642857142857143,1.603327514001948,0.7369144250123139,-6.688042971153907,0.5786159518033998,2025-02-18,2025-02-19,2025-02-25,16.0,15.130000114440918,-5.437499284744263,-6.188042971153907,-6.688042971153907
2025-02-18,GOOGL,3,0.8928571428571428,0.7994266115372394,0.6730669122735394,-5.955700732948065,1.3109581900092415,2025-02-18,2025-02-19,2025-02-25,183.11355043751632,174.5084991455078,-4.699297933685587,-5.455700732948065,-5.955700732948065
