month,SPY,QQQ,KRW=X,069500.KS,229200.KS
2025-07-01,625.1531372070312,562.3018798828125,1392.52001953125,43577.953125,13426.5595703125
2025-08-01,637.98095703125,567.6660766601562,1384.4100341796875,42858.6796875,13241.8134765625
2025-09-01,660.7060546875,598.18505859375,1399.3299560546875,47258.640625,13930.8671875
2025-10-01,676.4556884765625,626.7806396484375,1424.02001953125,57826.6796875,15343.92578125
2025-11-01,677.7747192382812,616.9962768554688,1461.4000244140625,55345.33984375,15878.1923828125
2025-12-01,678.3152465820312,612.8628540039062,1437.9100341796875,60561.62890625,15408.8369140625
2026-01-01,688.3121337890625,620.4050903320312,1428.760009765625,76962.6171875,20471.8828125
2026-02-01,682.3637084960938,605.859375,1432.3199462890625,93703.140625,21071.060546875
2026-03-01,648.6688842773438,576.54638671875,1516.1300048828125,75095.921875,18130.099609375
2026-04-01,716.8132934570312,667.0069580078125,1487.3800048828125,99905.0,19855.0
2026-05-01,754.5361328125,737.49951171875,1495.2900390625,134815.0,18730.0
2026-06-01,746.77001953125,736.4000244140625,1541.72998046875,138580.0,16565.0
